ID,Name,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Base_Stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,Type 1,Type 2,Classification_info,Forms,gen,Is_Legendary,Is_Mythical,Is_Ultra_Beast,number_immune,number_not_effective,number_normal,number_super_effective
77,Ponyta,50,85,55,65,65,90,410,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,303,1.0,66.1,30.0,190,5.0,5120,190,Flame Body; Flash Fire; Run Away,Fire,,Fire Horse,Galarian Ponyta,1,0,0,0,0,6,9,3
78,Rapidash,65,100,70,80,80,105,500,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,507,1.7,209.4,95.0,60,5.0,5120,60,Flame Body; Flash Fire; Run Away,Fire,,Fire Horse,Galarian Rapidash,1,0,0,0,0,6,9,3
79,Slowpoke,90,65,65,40,40,15,315,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,311,1.2,79.4,36.0,190,5.0,5120,190,Available; Oblivious; Own Tempo; Regenerator,Water,Psychic,Dopey,Galarian Slowpoke,1,0,0,0,0,6,7,5
80,Slowbro,95,75,110,100,80,30,490,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,503,1.6,173.1,78.5,75,5.0,5120,75,Available; Oblivious; Own Tempo; Regenerator,Water,Psychic,Hermit Crab,Mega Slowbro; Galarian Slowbro,1,0,0,0,0,6,7,5
81,Magnemite,25,35,70,95,55,45,325,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,100,0.3,13.2,6.0,190,,5120,190,Analytic; Available; Magnet Pull; Sturdy,Electric,Steel,Magnet,,1,0,0,0,1,11,3,3
82,Magneton,50,60,95,120,70,70,465,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,303,1.0,132.3,60.0,60,,5120,60,Analytic; Available; Magnet Pull; Sturdy,Electric,Steel,Magnet,,1,0,0,0,1,11,3,3
83,Farfetchd,52,90,55,58,62,60,377,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,207,0.8,33.1,15.0,45,5.0,5120,45,Defiant; Inner Focus; Keen Eye,Normal,Flying,Wild Duck,Galarian Farfetch'd,1,0,0,0,2,2,11,3
84,Doduo,35,85,45,35,35,75,310,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,407,1.4,86.4,39.2,190,5.0,5120,190,Early Bird; Run Away; Tangled Feet,Normal,Flying,Twin Bird,,1,0,0,0,2,2,11,3
85,Dodrio,60,110,70,60,60,110,470,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,511,1.8,187.8,85.2,45,5.0,5120,45,Early Bird; Run Away; Tangled Feet,Normal,Flying,Triple Bird,,1,0,0,0,2,2,11,3
86,Seel,65,45,55,45,70,45,325,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,307,1.1,198.4,90.0,190,5.0,5120,190,Hydration; Ice Body; Thick Fat,Water,,Sea Lion,,1,0,0,0,0,4,12,2
87,Dewgong,90,70,80,70,95,70,475,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,507,1.7,264.6,120.0,75,5.0,5120,75,Hydration; Ice Body; Thick Fat,Water,Ice,Sea Lion,,1,0,0,0,0,2,12,4
88,Grimer,80,80,50,40,50,25,325,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,35,0.9,66.1,30.0,190,5.0,5120,190,Alola Form; Alola Form Abilities; Available; Gluttony; Hidden; Poison Touch; Stench; Sticky Hold,Poison,,Sludge,Alolan Grimer,1,0,0,0,0,5,11,2
89,Muk,105,105,75,65,100,50,500,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,39,1.0,66.1,30.0,75,5.0,5120,75,Alola Form; Alola Form Abilities; Available; Gluttony; Hidden; Poison Touch; Stench; Sticky Hold,Poison,,Sludge,Alolan Muk,1,0,0,0,0,5,11,2
90,Shellder,30,65,100,45,25,40,305,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,0.3,8.8,4.0,190,5.0,5120,190,Available; Overcoat; Shell Armor; Skill Link,Water,,Bivalve,,1,0,0,0,0,4,12,2
91,Cloyster,50,95,180,85,45,70,525,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,411,1.5,292.1,132.5,60,5.0,5120,60,Available; Overcoat; Shell Armor; Skill Link,Water,Ice,Bivalve,,1,0,0,0,0,2,12,4
92,Gastly,30,35,30,100,35,80,310,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,403,1.3,0.2,0.1,190,5.0,5120,190,Levitate,Ghost,Poison,Gas,,1,0,0,0,2,4,8,4
93,Haunter,45,50,45,115,55,95,405,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,503,1.6,0.2,0.1,90,5.0,5120,90,Levitate,Ghost,Poison,Gas,,1,0,0,0,2,4,8,4
94,Gengar,60,65,60,130,75,110,500,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,411,1.5,89.3,40.5,45,5.0,5120,45,Cursed Body,Ghost,Poison,Shadow,Mega Gengar,1,0,0,0,2,4,8,4
95,Onix,35,45,160,30,45,70,385,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,2810,8.8,463.0,210.0,45,5.0,6400,45,Rock Head; Sturdy; Weak Armor,Rock,Ground,Rock Snake,,1,0,0,0,1,5,6,6
96,Drowzee,60,48,45,43,90,42,328,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,303,1.0,71.4,32.4,190,5.0,5120,190,Available; Forewarn; Inner Focus; Insomnia,Psychic,,Hypnosis,,1,0,0,0,0,2,13,3
97,Hypno,85,73,70,73,115,67,483,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,503,1.6,166.7,75.6,75,5.0,5120,75,Available; Forewarn; Inner Focus; Insomnia,Psychic,,Hypnosis,,1,0,0,0,0,2,13,3
98,Krabby,30,105,90,25,25,50,325,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,104,0.4,14.3,6.5,225,5.0,5120,225,Hyper Cutter; Sheer Force; Shell Armor,Water,,River Crab,,1,0,0,0,0,4,12,2
99,Kingler,55,130,115,50,50,75,475,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,403,1.3,132.3,60.0,60,5.0,5120,60,Hyper Cutter; Sheer Force; Shell Armor,Water,,Pincer,,1,0,0,0,0,4,12,2
100,Voltorb,40,30,50,55,55,100,330,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,108,0.5,22.9,10.4,190,,5120,190,Aftermath; Soundproof; Static,Electric,,Ball,Hisuian Voltorb,1,0,0,0,0,3,14,1
101,Electrode,60,50,70,80,80,150,490,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,311,1.2,146.8,66.6,60,,5120,60,Aftermath; Soundproof; Static,Electric,,Ball,Hisuian Electrode,1,0,0,0,0,3,14,1
102,Exeggcute,60,40,80,60,45,40,325,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,104,0.4,5.5,2.5,90,5.0,5120,90,Available; Chlorophyll; Harvest,Grass,Psychic,Egg,,1,0,0,0,0,6,5,7
103,Exeggutor,95,95,85,125,75,55,530,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,79,2.0,264.6,120.0,45,5.0,5120,45,Alola Form; Alola Form Abilities; Available; Chlorophyll; Frisk; Harvest; Hidden,Grass,Psychic,Coconut,Alolan Exeggutor,1,0,0,0,0,6,5,7
104,Cubone,50,50,95,40,50,35,320,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,104,0.4,14.3,6.5,190,5.0,5120,190,Available; Battle Armor; Lightning Rod; Rock Head,Ground,,Lonely,,1,0,0,0,1,2,12,3
105,Marowak,60,80,110,50,80,45,425,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,39,1.0,75.0,34.0,75,5.0,5120,75,Alola Form; Alola Form Abilities; Available; Battle Armor; Cursed Body; Hidden; Lightning Rod; Rock Head,Ground,,Bone Keeper,Alolan Marowak,1,0,0,0,1,2,12,3
106,Hitmonlee,50,120,53,35,110,87,455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,411,1.5,109.8,49.8,45,10.0,6400,45,Limber; Reckless; Unburden,Fighting,,Kicking,,1,0,0,0,0,3,12,3
107,Hitmonchan,50,105,79,35,110,76,455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,407,1.4,110.7,50.2,45,10.0,6400,45,Inner Focus; Iron Fist; Keen Eye,Fighting,,Punching,,1,0,0,0,0,3,12,3
108,Lickitung,90,55,75,60,75,30,385,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,311,1.2,144.4,65.5,45,5.0,5120,45,Cloud Nine; Oblivious; Own Tempo,Normal,,Licking,,1,0,0,0,1,0,16,1
109,Koffing,40,65,95,60,45,35,340,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,200,0.6,2.2,1.0,190,5.0,5120,190,Levitate,Poison,,Poison Gas,,1,0,0,0,0,5,11,2
110,Weezing,65,90,120,85,70,60,490,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,311,1.2,20.9,9.5,60,5.0,5120,60,Levitate,Poison,,Poison Gas,Galarian Weezing,1,0,0,0,0,5,11,2
111,Rhyhorn,80,85,95,30,30,25,345,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,303,1.0,253.5,115.0,120,5.0,5120,120,Lightning Rod; Reckless; Rock Head,Ground,Rock,Spikes,,1,0,0,0,1,5,6,6
112,Rhydon,105,130,120,45,45,40,485,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,603,1.9,264.6,120.0,60,5.0,5120,60,Lightning Rod; Reckless; Rock Head,Ground,Rock,Drill,,1,0,0,0,1,5,6,6
113,Chansey,250,5,5,35,105,50,450,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,307,1.1,76.3,34.6,30,0.0,10240,30,Available; Healer; Natural Cure; Serene Grace,Normal,,Egg,,1,0,0,0,1,0,16,1
114,Tangela,65,55,115,100,40,60,435,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,303,1.0,77.2,35.0,45,5.0,5120,45,Chlorophyll; Leaf Guard; Regenerator,Grass,,Vine,,1,0,0,0,0,4,9,5
115,Kangaskhan,105,95,80,40,80,90,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,703,2.2,176.4,80.0,45,0.0,5120,45,Available; Early Bird; Inner Focus; Scrappy,Normal,,Parent,Mega Kangaskhan,1,0,0,0,1,0,16,1
116,Horsea,30,40,70,70,25,60,295,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,104,0.4,17.6,8.0,225,5.0,5120,225,Damp; Sniper; Swift Swim,Water,,Dragon,,1,0,0,0,0,4,12,2
117,Seadra,55,65,95,95,45,85,440,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,311,1.2,55.1,25.0,75,5.0,5120,75,Damp; Poison Point; Sniper,Water,,Dragon,,1,0,0,0,0,4,12,2
118,Goldeen,45,67,60,35,50,63,320,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,200,0.6,33.1,15.0,225,5.0,5120,225,Available; Lightning Rod; Swift Swim; Water Veil,Water,,Goldfish,,1,0,0,0,0,4,12,2
119,Seaking,80,92,65,65,80,68,450,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,403,1.3,86.0,39.0,60,5.0,5120,60,Available; Lightning Rod; Swift Swim; Water Veil,Water,,Goldfish,,1,0,0,0,0,4,12,2
120,Staryu,30,45,55,70,55,85,340,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,207,0.8,76.1,34.5,225,,5120,225,Analytic; Available; Illuminate; Natural Cure,Water,,Starshape,,1,0,0,0,0,4,12,2
121,Starmie,60,75,85,100,85,115,520,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,307,1.1,176.4,80.0,60,,5120,60,Analytic; Available; Illuminate; Natural Cure,Water,Psychic,Mysterious,,1,0,0,0,0,6,7,5
122,Mr-mime,40,45,65,100,120,90,460,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,403,1.3,120.2,54.5,45,5.0,6400,45,Filter; Soundproof; Technician,Psychic,Fairy,Barrier,Galarian Mr. Mime,1,0,0,0,1,2,12,3
123,Scyther,70,110,80,55,80,105,500,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,411,1.5,123.5,56.0,45,5.0,6400,45,Available; Steadfast; Swarm; Technician,Bug,Flying,Mantis,,1,0,0,0,1,3,9,5
124,Jynx,65,50,35,115,95,95,455,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,407,1.4,89.5,40.6,45,0.0,6400,45,Dry Skin; Forewarn; Oblivious,Ice,Psychic,Humanshape,,1,0,0,0,0,2,10,6
125,Electabuzz,65,83,57,95,85,105,490,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,307,1.1,66.1,30.0,45,75.4,6400,45,Available; Static; Vital Spirit,Electric,,Electric,,1,0,0,0,0,3,14,1
126,Magmar,65,95,57,100,85,93,495,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,403,1.3,98.1,44.5,45,75.4,6400,45,Available; Flame Body; Vital Spirit,Fire,,Spitfire,,1,0,0,0,0,6,9,3
127,Pinsir,65,125,100,55,70,85,500,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,411,1.5,121.3,55.0,45,5.0,6400,45,Available; Hyper Cutter; Mold Breaker; Moxie,Bug,,Stagbeetle,Mega Pinsir,1,0,0,0,0,3,12,3
128,Tauros,75,100,95,40,70,110,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,407,1.4,194.9,88.4,45,10.0,5120,45,Anger Point; Available; Intimidate; Sheer Force,Normal,,Wild Bull,Combat Breed; Blaze Breed; Aqua Breed,1,0,0,0,1,0,16,1
129,Magikarp,20,10,55,15,20,80,200,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,211,0.9,22.0,10.0,255,5.0,1280,255,Available; Rattled; Swift Swim,Water,,Fish,,1,0,0,0,0,4,12,2
130,Gyarados,95,125,79,60,100,81,540,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,2104,6.5,518.1,235.0,45,5.0,1280,45,Available; Intimidate; Moxie,Water,Flying,Atrocious,Mega Gyarados,1,0,0,0,1,5,10,2
131,Lapras,130,85,80,85,95,60,535,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,802,2.5,485.0,220.0,45,5.0,10240,45,Available; Hydration; Shell Armor; Water Absorb,Water,Ice,Transport,,1,0,0,0,0,2,12,4
132,Ditto,48,48,48,48,48,48,288,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,100,0.3,8.8,4.0,35,,5120,35,Available; Imposter; Limber,Normal,,Transform,,1,0,0,0,1,0,16,1
133,Eevee,55,55,50,45,65,55,325,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,100,0.3,14.3,6.5,45,88.1,8960,45,Adaptability; Anticipation; Available; Run Away,Normal,,Evolution,Partner Eevee,1,0,0,0,1,0,16,1
134,Vaporeon,130,65,60,110,95,65,525,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,303,1.0,63.9,29.0,45,88.1,8960,45,Available; Hydration; Water Absorb,Water,,Bubble Jet,,1,0,0,0,0,4,12,2
135,Jolteon,65,65,60,110,95,130,525,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,207,0.8,54.0,24.5,45,88.1,8960,45,Available; Quick Feet; Volt Absorb,Electric,,Lightning,,1,0,0,0,0,3,14,1
136,Flareon,65,130,60,95,110,65,525,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,211,0.9,55.1,25.0,45,88.1,8960,45,Available; Flash Fire; Guts,Fire,,Flame,,1,0,0,0,0,6,9,3
137,Porygon,65,60,70,85,75,40,395,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,207,0.8,80.5,36.5,45,,5120,45,Analytic; Download; Trace,Normal,,Virtual,,1,0,0,0,1,0,16,1
138,Omanyte,35,40,100,90,55,35,355,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104,0.4,16.5,7.5,45,88.1,7680,45,Shell Armor; Swift Swim; Weak Armor,Rock,Water,Spiral,,1,0,0,0,0,5,9,4
139,Omastar,70,60,125,115,70,55,495,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,303,1.0,77.2,35.0,45,88.1,7680,45,Shell Armor; Swift Swim; Weak Armor,Rock,Water,Spiral,,1,0,0,0,0,5,9,4
140,Kabuto,30,80,90,55,45,55,355,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,108,0.5,25.4,11.5,45,88.1,7680,45,Battle Armor; Swift Swim; Weak Armor,Rock,Water,Shellfish,,1,0,0,0,0,5,9,4
141,Kabutops,60,115,105,65,70,80,495,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,403,1.3,89.3,40.5,45,88.1,7680,45,Battle Armor; Swift Swim; Weak Armor,Rock,Water,Shellfish,,1,0,0,0,0,5,9,4
142,Aerodactyl,80,105,65,60,75,130,515,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,511,1.8,130.1,59.0,45,88.1,8960,45,Pressure; Rock Head; Unnerve,Rock,Flying,Fossil,Mega Aerodactyl,1,0,0,0,1,5,7,5
143,Snorlax,160,110,65,65,110,30,540,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,611,2.1,1014.1,460.0,25,88.1,10240,25,Available; Gluttony; Immunity; Thick Fat,Normal,,Sleeping,,1,0,0,0,1,0,16,1
144,Articuno,90,85,100,95,125,85,580,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,507,1.7,122.1,55.4,3,,20480,3,Pressure; Snow Cloak,Ice,Flying,Freeze,Galarian Articuno,1,1,0,0,1,2,11,4
145,Zapdos,90,90,85,125,90,100,580,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,503,1.6,116.0,52.6,3,,20480,3,Pressure; Static,Electric,Flying,Electric,Galarian Zapdos,1,1,0,0,1,5,10,2
146,Moltres,90,100,90,125,85,90,580,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,607,2.0,132.3,60.0,3,,20480,3,Flame Body; Pressure,Fire,Flying,Flame,Galarian Moltres,1,1,0,0,1,6,8,3
147,Dratini,41,64,45,50,50,50,300,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,511,1.8,7.3,3.3,45,5.0,10240,45,Available; Marvel Scale; Shed Skin,Dragon,,Dragon,,1,0,0,0,0,4,11,3
148,Dragonair,61,84,65,70,70,70,420,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1301,4.0,36.4,16.5,45,5.0,10240,45,Available; Marvel Scale; Shed Skin,Dragon,,Dragon,,1,0,0,0,0,4,11,3
149,Dragonite,91,134,95,100,100,80,600,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,703,2.2,463.0,210.0,45,5.0,10240,45,Available; Inner Focus; Multiscale,Dragon,Flying,Dragon,,1,0,0,0,1,5,8,4
150,Mewtwo,106,110,90,154,90,130,680,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,607,2.0,269.0,122.0,3,,30720,3,Pressure; Unnerve,Psychic,,Genetic,Mega Mewtwo X; Mega Mewtwo Y,1,1,0,0,0,2,13,3
151,Mew,100,100,100,100,100,100,600,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,104,0.4,8.8,4.0,45,,30720,45,Synchronize,Psychic,,New Species,,1,0,1,0,0,2,13,3
152,Chikorita,45,49,65,49,65,45,318,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,211,0.9,14.1,6.4,45,88.1,5120,45,Leaf Guard; Overgrow,Grass,,Leaf,,2,0,0,0,0,4,9,5
153,Bayleef,60,62,80,63,80,60,405,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,311,1.2,34.8,15.8,45,88.1,5120,45,Leaf Guard; Overgrow,Grass,,Leaf,,2,0,0,0,0,4,9,5
154,Meganium,80,82,100,83,100,80,525,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,511,1.8,221.6,100.5,45,88.1,5120,45,Leaf Guard; Overgrow,Grass,,Herb,,2,0,0,0,0,4,9,5
155,Cyndaquil,39,52,43,60,50,65,309,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,108,0.5,17.4,7.9,45,88.1,5120,45,Blaze; Flash Fire,Fire,,Fire Mouse,,2,0,0,0,0,6,9,3
156,Quilava,58,64,58,80,65,80,405,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,211,0.9,41.9,19.0,45,88.1,5120,45,Blaze; Flash Fire,Fire,,Volcano,,2,0,0,0,0,6,9,3
157,Typhlosion,78,84,78,109,85,100,534,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,507,1.7,175.3,79.5,45,88.1,5120,45,Blaze; Flash Fire,Fire,,Volcano,Hisuian Typhlosion,2,0,0,0,0,6,9,3
